Year1,Year2,Overlap
9,13,59,254,467
9,14,39,254,427
9,15,51,254,465
9,16,33,254,438
9,17,30,254,495
9,18,31,254,468
13,14,108,467,427
13,15,127,467,465
13,16,90,467,438
13,17,78,467,495
13,18,72,467,468
14,15,117,427,465
14,16,97,427,438
14,17,72,427,495
14,18,71,427,468
15,16,130,465,438
15,17,90,465,495
15,18,88,465,468
16,17,81,438,495
16,18,106,438,468
17,18,75,495,468
