POPL9,NA,132,163,31,2,0,3
POPL11,NA,142,226,32,0,0,3
POPL12,NA,158,327,45,1,1,4
POPL13,EU,318,159,61,1,0,1
POPL14,NA,195,289,37,7,1,4
POPL15,AS,136,100,225,0,1,1
POPL16,NA,163,282,38,3,1,1
POPL17,EU,457,183,64,9,3,3
POPL18,NA,181,328,53,9,1,4
