ICFP10,NA,117,188,28,0,0,3
ICFP11,AS,111,60,156,0,0,9
ICFP12,EU,337,108,29,1,0,6
ICFP13,NA,157,314,18,5,0,11
ICFP14,EU,349,93,22,3,0,16
ICFP15,NA,127,257,22,7,2,24
ICFP16,AS,169,129,190,4,1,35
ICFP17,EU,380,143,43,1,1,24
ICFP18,NA,141,307,32,5,0,2
