id,city,state,country,continent,conference,year,footprint
13773,Vancouver,BC,Canada,NA,SPLASH,10,367.0715
13774,Madison,WI,USA,NA,POPL,9,469.2064
13775,Tokyo,,Japan,AS,POPL,14,2642.671
13775,Tokyo,,Japan,AS,POPL,16,3433.7871
13776,Chiba-ken,,Japan,AS,ICFP,11,22.1504
13777,Karlsruhe,,Germany,EU,SPLASH,15,1955.8385
13778,New Delhi,,India,AS,POPL,15,379.4104
13779,Montreal,QC,Canada,NA,SPLASH,16,1617.888
13780,Paris,,France,EU,PLDI,18,1755.8954
13781,Grigny,,France,EU,ICFP,14,393.1682
13782,Saarbruecken,,Germany,EU,ICFP,10,1885.0766
13782,Saarbruecken,,Germany,EU,ICFP,11,2790.144
13782,Saarbruecken,,Germany,EU,ICFP,12,267.2986
13782,Saarbruecken,,Germany,EU,ICFP,13,1715.2337
13782,Saarbrücken,,Germany,EU,POPL,11,2493.2342
13782,Saarbruecken,,Germany,EU,POPL,12,1843.1727
13782,Saarbruecken,,Germany,EU,POPL,14,2755.0933
13782,Austin,TX,USA,NA,SPLASH,9,744.4936
13783,Pohang-si,,South Korea,AS,PLDI,17,2902.9316
13784,Suwon,,South Korea,AS,PLDI,13,2455.2076
13785,Suwon,,South Korea,AS,PLDI,15,2492.6958
13785,Suwon,,South Korea,AS,POPL,17,2646.3725
13786,Gyeonggi,,South Korea,AS,POPL,13,2645.1844
13787,Suwon,,South Korea,AS,PLDI,14,2539.8356
13788,Cambridge,MA,USA,NA,POPL,13,1939.1168
13789,West Lafayette,IN,USA,NA,SPLASH,16,1965.7492
13790,Seoul,,South Korea,AS,POPL,18,2819.7656
13791,Raleigh,NC,USA,NA,POPL,12,309.6011
13792,Luxembourg-ville,,Luxembourg,EU,PLDI,17,318.4748
13793,Gyeonggi-do Suwon,,South Korea,AS,PLDI,13,2455.2076
13794,Sung-nam,,South Korea,AS,SPLASH,10,2704.2987
13795,Pohang. Gyeongbuk,,South Korea,AS,PLDI,17,2902.9316
13796,Seoul,,South Korea,AS,PLDI,14,2531.4391
13797,Atlanta,GA,USA,NA,PLDI,13,1159.274
13798,Seoul,,South Korea,AS,POPL,14,2871.2191
13799,Ansan,,South Korea,AS,ICFP,16,284.1235
13799,Ansan,,South Korea,AS,PLDI,13,2457.5797
13799,Ansan,,South Korea,AS,SPLASH,15,3220.2203
13800,Daejeon,,South Korea,AS,POPL,11,3305.3279
13801,Princeton,NJ,USA,NA,ICFP,18,445.1548
13802,Suwon,,South Korea,AS,SPLASH,10,2674.2564
13803,New Haven,CT,USA,NA,PLDI,18,134.7134
13803,New Haven,CT,USA,NA,POPL,16,576.1796
13804,Seoul,,South Korea,AS,POPL,12,3266.6176
13805,Seoul,,South Korea,AS,POPL,14,2871.2191
13806,YongIn,,South Korea,AS,SPLASH,12,3005.7997
13806,Hwaseong,,South Korea,AS,SPLASH,16,2525.6875
13806,Hwaseong,,South Korea,AS,SPLASH,17,2413.3541
13807,Suwon,,South Korea,AS,PLDI,16,2788.1867
13808,Seoul,,South Korea,AS,PLDI,16,2782.9672
13809,Austin,TX,USA,NA,SPLASH,13,491.9896
13810,Daejeon,,South Korea,AS,POPL,17,2678.7107
13811,Seoul,,South Korea,AS,PLDI,16,2782.9672
13812,Ames,IA,USA,NA,SPLASH,13,377.2451
13813,Daejeon,,South Korea,AS,ICFP,16,435.6933
13814,Chung-Nam,,South Korea,AS,POPL,12,3349.3356
13815,Daejeon,,South Korea,AS,POPL,11,3305.3279
13816,San Ramon,CA,USA,NA,PLDI,18,1180.9167
13817,Seoul,,South Korea,AS,POPL,17,2638.4498
13818,Seoul,,South Korea,AS,PLDI,9,2634.5641
13819,Suwon,,South Korea,AS,POPL,17,2646.3725
13820,Seoul,,South Korea,AS,PLDI,16,2782.9672
13821,Daejeon,,South Korea,AS,PLDI,17,2864.273
13822,Seongnam,,South Korea,AS,SPLASH,9,2667.4809
13823,Seoul,,South Korea,AS,PLDI,18,3266.6176
13823,Seoul,,South Korea,AS,POPL,16,3563.6013
13823,Seoul,,South Korea,AS,POPL,17,2638.4498
13824,Boulder,CO,USA,NA,PLDI,15,510.4242
13825,Daejeon,,South Korea,AS,POPL,18,2837.6638
13826,Yorktown Heights,NY,USA,NA,SPLASH,10,1133.4693
13826,Yorktown Heights,NY,USA,NA,SPLASH,12,1134.5102
13826,Winnipeg,MB,Canada,NA,SPLASH,14,648.9121
13827,Iowa City,IA,USA,NA,ICFP,10,425.9387
13827,Iowa City,IA,USA,NA,POPL,11,456.159
13827,Iowa City,IA,USA,NA,POPL,12,459.4299
13828,Tuebingen,,Germany,EU,SPLASH,9,2650.8292
13829,Heverlee,,Belgium,EU,PLDI,14,430.335
13829,Leuven,,Belgium,EU,POPL,16,2198.5886
13829,Leuven,,Belgium,EU,POPL,17,156.9977
13830,Cambridge,,United Kingdom,EU,ICFP,14,321.3501
13831,Ryugasaki,,Japan,AS,ICFP,11,27.9778
13832,Tokyo,,Japan,AS,SPLASH,16,2733.0919
13833,Kawasaki-shi,,Japan,AS,SPLASH,15,3131.0022
13834,Princeton,NJ,USA,NA,PLDI,17,1834.0521
13834,Toronto,ON,Canada,NA,POPL,12,304.1671
13834,Toronto,ON,Canada,NA,POPL,13,2084.2254
13834,Toronto,ON,Canada,NA,POPL,14,1151.3838
13834,Toronto,ON,Canada,NA,POPL,15,3670.2682
13834,Toronto,ON,Canada,NA,POPL,16,591.3708
13834,Princeton,NJ,USA,NA,POPL,17,1738.0445
13834,Princeton,NJ,USA,NA,POPL,18,1142.3508
13835,Darmstadt,,Germany,EU,POPL,9,2155.3099
13835,Lausanne,,Switzerland,EU,POPL,12,1872.954
13835,Lausanne,,Switzerland,EU,POPL,13,387.7897
13836,Espoo,,Finland,EU,POPL,11,2552.1711
13837,Hujisawa,,Japan,AS,SPLASH,12,2799.0008
13838,Evanston,,USA,NA,ICFP,18,242.3165
13839,Canterbury,,United Kingdom,EU,POPL,16,2123.3083
13840,Nashville,TN,USA,NA,ICFP,15,1079.6435
13841,Somerville,MA,USA,NA,ICFP,13,2.5663
13841,Derry,NH,USA,NA,POPL,12,254.4971
13842,London,,United Kingdom,EU,ICFP,17,46.1546
13843,Champaign,IL,USA,NA,POPL,14,893.5053
13844,Austin,TX,USA,NA,POPL,14,614.7769
13845,Tokyo,,Japan,AS,ICFP,16,206.8096
13845,"Minato, Tokyo",,Japan,AS,ICFP,17,2819.2801
13846,Tokyo,,Japan,AS,ICFP,11,0.0
13847,Kocaeli,,Turkey,AS,SPLASH,12,3223.4314
13848,Jönköping,,Sweden,EU,ICFP,14,72.8044
13849,Cambridge,MA,USA,NA,PLDI,14,1454.4039
13850,Bellevue,WA,USA,NA,ICFP,15,108.4164
13851,Copenhagen,,Denmark,EU,ICFP,12,0.0
13852,Santa Clara,CA,USA,NA,PLDI,15,300.1521
13853,Salzburg,,Austria,EU,PLDI,9,492.8115
13853,Salzburg,,Austria,EU,PLDI,17,369.0991
13853,Salzburg,,Austria,EU,POPL,13,366.5971
13853,Salzburg,,Austria,EU,POPL,15,1825.2048
13853,Salzburg,,Austria,EU,SPLASH,12,2798.7706
13853,Salzburg,,Austria,EU,SPLASH,15,2062.9018
13853,Salzburg,,Austria,EU,SPLASH,17,2481.9788
13854,Columbus,OH,USA,NA,SPLASH,9,1034.2039
13855,Saarbrucken,,Germany,EU,ICFP,17,361.9885
13855,Saarbrucken,,Germany,EU,POPL,18,2734.3743
13856,Monterey,CA,USA,NA,ICFP,10,1159.3675
13856,Monterey,CA,USA,NA,ICFP,11,2465.7333
13856,Monterey,CA,USA,NA,ICFP,13,1278.1991
13856,Tsukuba,,Japan,AS,ICFP,14,2505.8431
13856,Sendai,,Japan,AS,ICFP,15,2141.7092
13856,Sendai,,Japan,AS,ICFP,16,335.9985
13856,"Sendai, Miyagi",,Japan,AS,ICFP,17,2752.1023
13856,Monterey,CA,USA,NA,POPL,9,1103.2735
13856,Monterey,CA,USA,NA,POPL,14,340.5689
13856,Aoba-ku,,Japan,AS,POPL,16,3439.8824
13856,"Sendai, Miyagi",,Japan,AS,POPL,17,2795.9903
13857,Yaidu,,Japan,AS,ICFP,11,86.1077
13858,Szeged,,Hungary,EU,ICFP,16,2633.877
13858,London,,United Kingdom,EU,ICFP,17,46.1546
13858,London,,United Kingdom,EU,ICFP,18,1989.3076
13859,Singapore,,Singapore,AS,ICFP,16,1457.5901
13859,Singapore,,Singapore,AS,ICFP,17,3208.2795
13860,Yokohama,,Japan,AS,ICFP,11,15.9787
13860,Yokohama,,Japan,AS,ICFP,16,200.8576
13861,Austin,TX,USA,NA,POPL,11,0.0
13862,Budapest,,Hungary,EU,ICFP,10,2141.9953
13863,Pittsburgh,PA,USA,NA,SPLASH,9,1113.516
13864,Monroe,LA,USA,NA,SPLASH,15,394.7101
13865,Cambridge,MA,USA,NA,PLDI,13,1176.0711
13865,Cambridge,MA,USA,NA,PLDI,14,1454.4039
13865,Cambridge,MA,USA,NA,PLDI,15,1198.4333
13865,Cambridge,MA,USA,NA,SPLASH,17,1183.3798
13866,Champaign,IL,USA,NA,SPLASH,10,886.002
13867,Fallanden,,Switzerland,EU,SPLASH,10,2674.1401
13867,Fallanden,,Switzerland,EU,SPLASH,12,2738.2396
13867,Worblaufen,,Switzerland,EU,SPLASH,13,2102.1709
13868,Fallanden,,Switzerland,EU,SPLASH,9,2675.112
13868,Fallanden,,Switzerland,EU,SPLASH,14,2545.5715
13869,Wördern,,Austria,EU,ICFP,18,2335.3855
13870,Chicago,IL,USA,NA,SPLASH,10,894.4734
13871,Kensington,,Australia,OC,PLDI,13,3656.4594
13872,Luxembourg,,Luxembourg,EU,PLDI,14,308.1112
13873,Santa Barbara,CA,USA,NA,SPLASH,10,316.2931
13874,Brooklyn,NY,USA,NA,ICFP,17,1615.2963
13874,New York,NY,USA,NA,ICFP,18,464.2426
13874,Ave Maria,FL,USA,NA,POPL,16,112.0324
13875,Cambridge,,United Kingdom,EU,SPLASH,17,2216.7074
13876,Rostock,,Germany,EU,SPLASH,15,1944.6815
13877,Pittsburgh,PA,USA,NA,PLDI,14,1655.8073
13878,Burlington,MA,USA,NA,ICFP,13,10.9966
13878,Somerville,MA,USA,NA,POPL,16,637.4033
13879,Warsaw,,Poland,EU,POPL,12,2055.2144
13880,Nijmegen,,Netherlands,EU,POPL,17,231.5664
13881,Bussum,,Netherlands,EU,PLDI,15,2371.8749
13881,Amsterdam,,Netherlands,EU,SPLASH,16,0.0
13882,Paris,,France,EU,ICFP,14,387.2931
13882,Paris,,France,EU,POPL,17,0.0
13883,Urbana,IL,USA,NA,PLDI,14,1805.679
13883,Urbana,IL,USA,NA,PLDI,15,943.7822
13883,Urbana,IL,USA,NA,PLDI,16,940.063
13883,Urbana,IL,USA,NA,PLDI,17,2127.4892
13884,Kaiserslautern,,Germany,EU,POPL,14,2761.4657
13884,Kaiserslautern,,Germany,EU,POPL,17,223.4255
13884,Kaiserslautern,,Germany,EU,POPL,18,2740.3193
13885,Cambridge,MA,USA,NA,ICFP,10,321.5045
13886,Rotterdam,,Netherlands,EU,SPLASH,16,32.0803
13887,Medford,MA,USA,NA,ICFP,13,4.281
13887,Medford,MA,USA,NA,ICFP,14,1696.9242
13887,Medford,MA,USA,NA,ICFP,15,1182.6777
13887,Malden,MA,USA,NA,ICFP,17,1524.0343
13887,Watertown,MA,USA,NA,ICFP,18,548.1862
13888,Gross-Umstadt,,Germany,EU,SPLASH,9,2614.4071
13889,Boston,MA,USA,NA,POPL,17,1628.0427
13889,Williamsport,PA,USA,NA,POPL,18,1218.07
13890,Lausanne,,Switzerland,EU,SPLASH,13,2094.291
13891,Hudson,MA,USA,NA,PLDI,9,1424.8015
13892,Sun Prairie,WI,USA,NA,SPLASH,9,850.9218
13893,La Jolla,CA,USA,NA,ICFP,18,832.4048
13893,Grinnell,IA,USA,NA,POPL,17,2053.4698
13893,La Jolla,CA,USA,NA,POPL,18,89.8328
13894,Santa Cruz,CA,USA,NA,POPL,9,1105.909
13895,Seattle,WA,USA,NA,SPLASH,16,2303.7006
13896,West Lafayette,IN,USA,NA,PLDI,13,964.5727
13897,Tokyo,,Japan,AS,ICFP,16,206.8096
13898,Oxford,,United Kingdom,EU,ICFP,11,2817.6638
13898,Oxford,,United Kingdom,EU,ICFP,13,1525.2145
13898,Tokyo,,Japan,AS,ICFP,17,2817.6638
13898,Tokyo,,Japan,AS,POPL,16,3433.7871
13898,Tokyo,,Japan,AS,POPL,18,2593.1245
13899,Seoul,,South Korea,AS,PLDI,15,2486.6394
13900,New York,NY,USA,NA,SPLASH,17,1149.0179
13901,Tokyo,,Japan,AS,ICFP,16,206.8096
13902,Tokyo,,Japan,AS,ICFP,11,0.0
13903,Sendai,,Japan,AS,ICFP,11,169.7086
13903,Tokyo,,Japan,AS,ICFP,16,206.8096
13903,Sendai,,Japan,AS,POPL,9,3255.2813
13903,Tokyo,,Japan,AS,POPL,13,2898.8886
13903,Tokyo,,Japan,AS,POPL,16,3433.7871
13903,Tokyo,,Japan,AS,POPL,17,2857.7485
13904,Nagoya,,Japan,AS,SPLASH,9,2524.7348
13905,Phoenix,AZ,USA,NA,SPLASH,9,319.1669
13906,College Park,MD,USA,NA,PLDI,17,1905.8674
13906,University Park,MD,USA,NA,PLDI,18,104.7032
13907,Darmstadt,,Germany,EU,PLDI,13,2414.4162
13908,Lausanne,,Switzerland,EU,POPL,14,2812.6541
13908,Lausanne,,Switzerland,EU,POPL,17,230.3779
13909,Luzern,,Switzerland,EU,SPLASH,9,2678.8913
13910,Oxford,,United Kingdom,EU,SPLASH,12,2485.172
13911,New Haven,CT,USA,NA,POPL,15,3654.7993
13912,New Haven,CT,USA,NA,POPL,16,576.1796
13913,Chevy Chase,MD,USA,NA,SPLASH,14,1109.3181
13914,Graz,,Austria,EU,POPL,14,2929.6883
13915,Stanford,CA,USA,NA,PLDI,18,1189.314
13916,Utrecht,,Netherlands,EU,SPLASH,10,2507.6669
13916,Utrecht,,Netherlands,EU,SPLASH,12,2581.2613
13916,Utrecht,,Netherlands,EU,SPLASH,15,1849.8515
13917,Raleigh,NC,USA,NA,SPLASH,15,296.2908
13918,Austin,TX,USA,NA,ICFP,18,381.9057
13919,London,,United Kingdom,EU,ICFP,15,2232.0541
13919,Oxford,,United Kingdom,EU,ICFP,16,2805.2436
13919,Oxford,,United Kingdom,EU,ICFP,17,0.0
13920,Karlsruhe,,Germany,EU,POPL,14,2781.0469
13921,Saarbruecken,,Germany,EU,ICFP,13,1715.2337
13922,San Jose,CA,USA,NA,ICFP,15,437.9977
13923,Obertshausen,,Germany,EU,PLDI,17,361.648
13924,Hamburg,,Germany,EU,SPLASH,10,2530.8499
13924,Hamburg,,Germany,EU,SPLASH,12,2622.5978
13924,Gummersbach,,Germany,EU,SPLASH,15,1909.7289
13924,Gummersbach,,Germany,EU,SPLASH,17,2332.7948
13925,Tokyo,,Japan,AS,ICFP,16,206.8096
13926,Graz,,Austria,EU,SPLASH,14,2630.8451
13927,Kyoto,,Japan,AS,ICFP,12,2526.6363
13927,Kyoto,,Japan,AS,POPL,14,2741.2158
13928,Valby,,Denmark,EU,ICFP,12,9.1214
13929,Utrecht,,Netherlands,EU,ICFP,14,425.3123
13929,Edinburgh,,United Kingdom,EU,PLDI,17,549.7916
13930,Edinburgh,,United Kingdom,EU,ICFP,17,270.0174
13930,Edinburgh,,United Kingdom,EU,ICFP,18,1875.3096
13931,Marousi,,Greece,EU,POPL,18,3262.3816
13932,Berkeley,CA,USA,NA,POPL,12,1187.2021
13932,Berkeley,CA,USA,NA,POPL,13,2951.9288
13933,St. Petersburg,,Russia,EU,POPL,18,2699.2201
13934,W. Lafayette,IN,USA,NA,POPL,14,990.4219
13935,Zurich,,Switzerland,EU,SPLASH,15,1984.4311
13936,Passau,,Germany,EU,SPLASH,13,2184.1375
13937,Herning,,Denmark,EU,ICFP,12,128.291
13938,Moscow,,Russia,EU,ICFP,12,516.8872
13938,Moscow,,Russia,EU,ICFP,13,2125.1316
13938,Moscow,,Russia,EU,ICFP,14,520.0017
13938,Stockholm,,Sweden,EU,ICFP,15,2190.8242
13939,Haifa,,Israel,AS,PLDI,9,1166.8008
13940,Moscow,,Russia,EU,SPLASH,9,2709.8052
13941,Boston,MA,USA,NA,POPL,18,1226.5364
13941,Boston,MA,USA,NA,SPLASH,16,1635.5623
13942,Kyoto,,Japan,AS,ICFP,11,203.6813
13943,Edinburgh,,United Kingdom,EU,ICFP,17,270.0174
13944,St Andrews,,United Kingdom,EU,POPL,12,1585.6048
13945,Berlin,,Germany,EU,PLDI,17,495.6273
13946,Chofu,,Japan,AS,SPLASH,10,2461.4023
13947,Budapest,,Hungary,EU,ICFP,12,334.5312
13947,Budapest,,Hungary,EU,ICFP,14,406.4693
13947,Budapest,,Hungary,EU,ICFP,17,506.6828
13948,Delft,,Netherlands,EU,SPLASH,13,1963.7864
13948,Delft,,Netherlands,EU,SPLASH,16,30.5492
13949,Delft,,Netherlands,EU,SPLASH,14,2369.5071
13950,Lausanne,,Switzerland,EU,POPL,13,387.7897
13951,Columbus,OH,USA,NA,PLDI,13,1069.565
13951,Houston,TX,USA,NA,PLDI,16,775.1766
13951,Houston,TX,USA,NA,PLDI,17,2483.7189
13952,Pittsburgh,PA,USA,NA,POPL,14,1125.0217
13952,Pittsburgh,PA,USA,NA,POPL,16,470.9896
13953,Vienna,,Austria,EU,POPL,17,342.2111
13954,Okinawa,,Japan,AS,ICFP,11,499.5015
13955,Pittsburgh,PA,USA,NA,POPL,15,3770.4968
13956,Moscow,,Russia,EU,PLDI,9,925.4918
13956,Darmstadt,,Germany,EU,POPL,14,2764.141
13957,Athens,,Greece,EU,PLDI,18,2369.77
13958,Orlando,FL,USA,NA,SPLASH,9,1091.9691
13959,Rosmalen,,Netherlands,EU,ICFP,13,1652.2035
13960,Utrecht,,Netherlands,EU,ICFP,14,425.3123
13960,Zeist,,Netherlands,EU,POPL,13,415.9699
13960,Utrecht,,Netherlands,EU,POPL,15,2008.249
13961,Bloomington,IN,USA,NA,ICFP,18,180.5806
13961,Bloomington,IN,USA,NA,POPL,18,950.1514
13962,Warszawa,,Poland,EU,POPL,17,452.5172
13963,Madrid,,Spain,EU,PLDI,17,281.6724
13963,Madrid,,Spain,EU,POPL,12,1733.9644
13964,Cambridge,MA,USA,NA,ICFP,18,550.2863
13964,Cambridge,MA,USA,NA,PLDI,18,241.8351
13964,Pittsburgh,PA,USA,NA,SPLASH,12,959.1169
13964,Cambridge,MA,USA,NA,SPLASH,17,1183.3798
13965,West Lafayette,IN,USA,NA,SPLASH,13,54.0879
13966,Toronto,ON,Canada,NA,POPL,17,1766.0365
13967,Kharkiv,,Ukraine,EU,ICFP,15,2592.7537
13968,Kocaeli,,Turkey,AS,SPLASH,12,3223.4314
13969,Middletown,CT,USA,NA,ICFP,17,1571.7321
13969,Princeton,NJ,USA,NA,ICFP,18,445.1548
13969,Middletown,CT,USA,NA,POPL,18,1189.3946
13970,W. Lafayette,IN,USA,NA,SPLASH,13,420.0417
13971,Bloomington,IN,USA,NA,ICFP,17,1885.4908
13971,Bloomington,IN,USA,NA,ICFP,18,180.5806
13972,Urbana,IL,USA,NA,POPL,11,459.9696
13973,Cookeville,TN,USA,NA,ICFP,18,277.3156
13974,St. Petersburg,,Russia,EU,ICFP,16,2208.7381
13975,New York,NY,USA,NA,PLDI,13,1137.5514
13975,New York,NY,USA,NA,PLDI,14,1543.2724
13975,Brooklyn,NY,USA,NA,PLDI,15,1157.3015
13975,Brooklyn,NY,USA,NA,PLDI,17,1813.8538
13975,Cambridge,,United Kingdom,EU,POPL,9,1964.7234
13975,Cambridge,,United Kingdom,EU,POPL,11,2321.6811
13975,New York,NY,USA,NA,POPL,12,72.313
13975,New York,NY,USA,NA,POPL,13,2027.9868
13975,New York,NY,USA,NA,POPL,14,1149.3243
13975,Brooklyn,NY,USA,NA,POPL,16,540.5246
13976,Helsinki,,Finland,EU,ICFP,17,616.2952
13977,Gif-sur-yvette,,France,EU,POPL,17,13.7481
13978,Barcelona,,Spain,EU,PLDI,17,0.0
13979,Budapest,,Hungary,EU,ICFP,13,1972.6008
13980,Mclean,VA,USA,NA,SPLASH,9,1203.8004
13981,Göteborg,,Sweden,EU,ICFP,14,0.0
13981,Göteborg,,Sweden,EU,POPL,16,2261.9091
13982,Athens,,Greece,EU,POPL,12,2369.77
13983,Urbana,IL,USA,NA,PLDI,14,1805.679
13983,Urbana,IL,USA,NA,PLDI,16,940.063
13984,Dortmund,,Germany,EU,SPLASH,13,2026.8196
13984,Dortmund,,Germany,EU,SPLASH,14,2418.7281
13985,Los Angeles,CA,USA,NA,SPLASH,10,347.2582
13986,Lausanne,,Switzerland,EU,POPL,17,230.3779
13987,Eindhoven,,Netherlands,EU,SPLASH,16,62.1035
13988,Enschede,,Netherlands,EU,SPLASH,16,76.8788
13989,Athens,GA,USA,NA,ICFP,15,1210.1612
13990,Boston,MA,USA,NA,POPL,12,242.9057
13990,San Francisco,CA,USA,NA,SPLASH,17,421.237
13991,Vienna,,Austria,EU,POPL,11,2679.4068
13991,Vienna,,Austria,EU,POPL,12,2038.2492
13992,St. Petersburg,,Russia,EU,ICFP,17,709.8217
13993,Braunschweig,,Germany,EU,SPLASH,16,214.2538
13994,Vashon,WA,USA,NA,ICFP,15,114.9596
13995,Vashon,WA,USA,NA,ICFP,15,114.9596
13996,Ithaca,NY,USA,NA,POPL,14,1089.4627
13996,Ithaca,NY,USA,NA,POPL,17,1733.9407
13997,Warszawa,,Poland,EU,SPLASH,9,2687.7716
13998,Budapest,,Hungary,EU,ICFP,12,334.5312
13999,Budapest,,Hungary,EU,ICFP,14,406.4693
14000,Mount Kisco,NY,USA,NA,SPLASH,14,1154.9228
14001,Eindhoven,,Netherlands,EU,SPLASH,14,2397.7689
14002,Moenchengladbach,,Germany,EU,ICFP,17,300.0068
14003,Klosterneuburg,,Austria,EU,POPL,18,2885.52
14004,Potsdam,,Germany,EU,SPLASH,9,2598.2375
14004,Mountain View,CA,USA,NA,SPLASH,13,1030.1315
14005,San Francisco,CA,USA,NA,ICFP,18,927.358
14006,Wien,,Austria,EU,PLDI,9,556.4953
14006,Wien,,Austria,EU,PLDI,14,523.4737
14007,Munich,,Germany,EU,SPLASH,14,2558.2703
14008,London,,United Kingdom,EU,SPLASH,13,1889.5054
14009,Yehud,,Israel,AS,SPLASH,9,3423.6779
14010,Munich,,Germany,EU,POPL,18,2826.2613
14011,Hamburg,,Germany,EU,ICFP,12,159.3703
14012,Vancouver,BC,Canada,NA,ICFP,15,0.0
14013,Praha,,Czech Republic,EU,ICFP,17,368.2302
14014,Nottingham,,United Kingdom,EU,POPL,18,2529.5034
14015,Tubingen,,Germany,EU,POPL,13,259.19
14016,Wels,,Austria,EU,SPLASH,17,2481.362
14017,Philadelphia,PA,USA,NA,POPL,18,1130.6613
14018,Delft,,Netherlands,EU,ICFP,18,2062.0345
14018,Nijmegen,,Netherlands,EU,POPL,13,401.3522
14018,Nijmegen,,Netherlands,EU,POPL,14,2677.7161
14018,Nijmegen,,Netherlands,EU,POPL,15,1992.8085
14018,Aarhus,,Denmark,EU,POPL,16,2248.7528
14018,Delft,,Netherlands,EU,POPL,17,210.9833
14018,Delft,,Netherlands,EU,POPL,18,2630.9059
14019,Arnold,MD,USA,NA,POPL,11,715.9971
14020,Amsterdam,,Netherlands,EU,POPL,11,2404.3595
14021,Berlin,,Germany,EU,ICFP,12,197.8963
14022,Canterbury,,United Kingdom,EU,POPL,12,1703.1868
14023,Magdeburg,,Germany,EU,SPLASH,16,256.8543
14024,Utrecht,,Netherlands,EU,ICFP,14,425.3123
14024,London,,United Kingdom,EU,ICFP,17,46.1546
14024,Utrecht,,Netherlands,EU,POPL,14,2661.5057
14025,Praha,,Czech Republic,EU,PLDI,17,447.3322
14026,Düsseldorf,,Germany,EU,POPL,18,2683.561
14027,Goleta,CA,USA,NA,PLDI,15,414.1663
14027,Santa Barbara,CA,USA,NA,PLDI,16,0.0
14027,Santa Barbara,CA,USA,NA,SPLASH,10,316.2931
14027,Goleta,CA,USA,NA,SPLASH,13,1000.9495
14028,New York,NY,USA,NA,POPL,15,3685.802
14028,New York,NY,USA,NA,POPL,18,1157.7676
14029,Mumbai,,India,AS,POPL,15,0.0
14030,Richland,WA,USA,NA,PLDI,13,152.9907
14030,Richland,WA,USA,NA,PLDI,14,2115.2577
14030,Richland,WA,USA,NA,PLDI,15,154.0657
14030,Richland,WA,USA,NA,PLDI,16,435.0501
14030,Richland,WA,USA,NA,POPL,18,449.3364
14031,Cambridge,,United Kingdom,EU,PLDI,15,2312.875
14032,West Lafayette,IN,USA,NA,ICFP,13,442.5533
14032,West Lafayette,IN,USA,NA,ICFP,14,1995.0834
14032,Cambridge,,United Kingdom,EU,ICFP,15,2216.7074
14032,Cambridge,,United Kingdom,EU,PLDI,18,1675.0814
14032,W. Lafayette,IN,USA,NA,POPL,14,990.4219
14033,Providence,RI,USA,NA,PLDI,14,1472.025
14033,Providence,RI,USA,NA,POPL,13,1954.7282
14033,Providence,RI,USA,NA,POPL,14,1212.4308
14033,Providence,RI,USA,NA,POPL,15,3619.594
14033,Providence,RI,USA,NA,SPLASH,9,1187.445
14033,Providence,RI,USA,NA,SPLASH,13,417.0755
14033,Providence,RI,USA,NA,SPLASH,14,1198.703
14034,Mumbai,,India,AS,PLDI,16,4090.8312
14035,Brisbane,,Australia,OC,POPL,15,2949.8335
14036,Cambridge,,United Kingdom,EU,ICFP,10,1716.8083
14036,Cambridge,,United Kingdom,EU,ICFP,11,2790.7744
14036,Cambridge,,United Kingdom,EU,ICFP,16,2777.4719
14036,Cambridge,,United Kingdom,EU,ICFP,17,59.4436
14036,Cambridge,,United Kingdom,EU,POPL,11,2321.6811
14036,Saarbruecken,,Germany,EU,POPL,13,304.1519
14036,Birmingham,,United Kingdom,EU,POPL,14,2547.7453
14036,Birmingham,,United Kingdom,EU,POPL,15,2149.2632
14036,Birmingham,,United Kingdom,EU,POPL,16,2055.997
14036,Cambridge,,United Kingdom,EU,POPL,18,2564.6948
14037,Saarbruecken,,Germany,EU,ICFP,12,267.2986
14037,Birmingham,,United Kingdom,EU,ICFP,13,1505.9176
14037,Birmingham,,United Kingdom,EU,ICFP,14,348.6708
14037,Pittsburgh,PA,USA,NA,POPL,9,307.8466
14037,Saarbruecken,,Germany,EU,POPL,12,1843.1727
14038,Aarhus N,,Denmark,EU,SPLASH,17,2214.3495
14039,London,,United Kingdom,EU,ICFP,14,343.2042
14040,Cambridge,,United Kingdom,EU,SPLASH,15,1755.9308
14041,W. Lafayette,IN,USA,NA,SPLASH,13,420.0417
14042,Oxford,,United Kingdom,EU,POPL,13,499.5566
14042,Oxford,,United Kingdom,EU,POPL,14,2572.8369
14043,Oslo,,Norway,EU,SPLASH,9,2375.5456
14043,Oslo,,Norway,EU,SPLASH,10,2374.7717
14044,Aarhus N,,Denmark,EU,ICFP,14,111.3657
14044,Aarhus N,,Denmark,EU,POPL,17,321.4492
14045,W Lafayette,IN,USA,NA,POPL,18,1016.0044
14046,Montreal,QC,Canada,NA,SPLASH,16,1617.888
14047,Stockholm,,Sweden,EU,SPLASH,17,2190.8242
14048,Hellebaek,,Denmark,EU,PLDI,15,2346.4728
14048,Hellebæk,,Denmark,EU,PLDI,16,2644.6049
14049,Schwarzenegg,,Switzerland,EU,SPLASH,14,2550.2477
14050,Windisch,,Switzerland,EU,SPLASH,9,2666.6475
14051,Vancouver,BC,Canada,NA,SPLASH,17,0.0
14052,Ames,IA,USA,NA,SPLASH,13,377.2451
14053,Wernigerode,,Germany,EU,SPLASH,16,227.3808
14054,Darmstadt,,Germany,EU,SPLASH,15,1947.1625
