id,city,state,country,continent,conference,year,footprint
12150,Potsdam,,Germany,EU,SPLASH,14,2454.3926
12150,Potsdam,,Germany,EU,SPLASH,15,1987.0961
12151,Valencia,,Spain,EU,POPL,13,370.0716
12151,Yorktown,VA,USA,NA,POPL,18,1105.3131
12152,Boston,MA,USA,NA,ICFP,10,322.6582
12152,Boston,MA,USA,NA,ICFP,12,1732.6138
12152,Boston,MA,USA,NA,ICFP,13,0.0
12152,Boston,MA,USA,NA,ICFP,14,1697.6116
12152,Boston,MA,USA,NA,ICFP,17,1525.2145
12152,Boston,MA,USA,NA,POPL,9,476.9618
12152,Boston,MA,USA,NA,POPL,11,900.9567
12152,Boston,MA,USA,NA,POPL,12,242.9057
12152,Boston,MA,USA,NA,POPL,14,1220.7317
12152,Boston,MA,USA,NA,POPL,16,637.1906
12152,Boston,MA,USA,NA,POPL,18,1226.5364
12152,Boston,MA,USA,NA,SPLASH,12,1212.0684
12153,Sulzfeld,,Germany,EU,POPL,13,293.1096
12154,Chicago,IL,USA,NA,ICFP,18,233.1415
12154,Evanston,IL,USA,NA,SPLASH,16,1942.1003
12155,Ottawa,ON,Canada,NA,ICFP,10,381.2021
12155,Ottawa,ON,Canada,NA,POPL,16,677.6179
12155,Ottawa,ON,Canada,NA,POPL,18,1117.8055
12156,Princeton,NJ,USA,NA,PLDI,13,1128.8419
12157,Bryn Mawr,PA,USA,NA,PLDI,18,7.8983
12158,Chicago,IL,USA,NA,POPL,9,405.9786
12158,Suzhou,,China,AS,POPL,11,3546.7496
12158,Suzhou,,China,AS,POPL,12,3507.5904
12158,Hefei,,China,AS,POPL,16,3838.0953
12158,Hefei,,China,AS,POPL,17,2639.2016
12158,Suzhou,,China,AS,POPL,18,3084.5911
12159,Williamsburg,VA,USA,NA,PLDI,13,1134.0952
12159,Austin,TX,USA,NA,PLDI,15,908.0592
12159,Austin,TX,USA,NA,PLDI,17,2524.4961
12159,Austin,TX,USA,NA,SPLASH,15,647.8484
12160,Freiburg,,Germany,EU,POPL,12,1876.6432
12161,Edinburgh,,United Kingdom,EU,ICFP,15,2080.804
12161,Edinburgh,,United Kingdom,EU,PLDI,15,2178.149
12162,Magdeburg,,Germany,EU,SPLASH,17,2343.5813
12163,Canterbury,KY,United Kingdom,EU,POPL,18,2599.3899
12164,Paris,,France,EU,PLDI,13,2367.2946
12164,Paris,,France,EU,POPL,14,2691.7855
12164,Paris,,France,EU,POPL,17,0.0
12165,Columbia,MD,USA,NA,PLDI,15,1111.2135
12166,Austin,TX,USA,NA,PLDI,18,763.3924
12167,Boadilla del Monte,,Spain,EU,SPLASH,12,2648.8785
12168,Braga,,Portugal,EU,POPL,9,1872.3998
12169,Porto,,Portugal,EU,POPL,11,2290.5167
12170,Covilha,,Portugal,EU,POPL,13,557.0276
12171,Boadilla del Monte,,Spain,EU,ICFP,10,1772.3827
12172,Boca Raton,FL,USA,NA,SPLASH,15,515.5728
12173,Boca Raton,FL,USA,NA,SPLASH,9,1160.4305
12173,Boca Raton,FL,USA,NA,SPLASH,12,1008.5693
12174,Miami,FL,USA,NA,SPLASH,9,1167.8018
12175,Kensington,,Australia,OC,POPL,14,3546.3846
12176,Vigo - Pontevedra,,Spain,EU,ICFP,16,3156.8264
12177,Uppsala,,Sweden,EU,ICFP,17,488.7337
12178,Boadilla del Monte,,Spain,EU,ICFP,12,687.5742
12179,Urbana,IL,USA,NA,PLDI,17,2127.4892
12180,Urbana,IL,USA,NA,PLDI,18,367.2159
12181,Zürich,,Switzerland,EU,POPL,12,1899.4159
12181,Yorktown Heights,NY,USA,NA,POPL,14,1154.7534
12181,Yorktown Heights,NY,USA,NA,POPL,15,3667.6045
12181,White Plains,NY,USA,NA,SPLASH,14,1156.3686
12181,White Plains,NY,USA,NA,SPLASH,15,295.6244
12182,Chieri,,Italy,EU,SPLASH,10,2723.6733
12182,Chieri,,Italy,EU,SPLASH,13,2143.324
12182,Chieri,,Italy,EU,SPLASH,14,2600.4168
12182,Chieri,,Italy,EU,SPLASH,15,2008.0415
12183,Almada,,Portugal,EU,POPL,16,1989.889
12184,Montreal,QC,Canada,NA,ICFP,12,1702.3042
12184,Montreal,QC,Canada,NA,ICFP,13,225.4697
12184,Montreal,QC,Canada,NA,POPL,14,1165.43
12185,Pittsburgh,PA,USA,NA,SPLASH,15,0.0
12186,Porto,,Portugal,EU,SPLASH,10,2549.1728
12187,Middlesbrough,,United Kingdom,EU,POPL,17,380.6091
12188,Lisboa,,Portugal,EU,PLDI,17,332.509
12188,Linda-a-velha,,Portugal,EU,SPLASH,15,1734.9492
12189,New Haven,CT,USA,NA,POPL,9,414.6312
12190,Montreal,QC,Canada,NA,POPL,12,351.4033
12190,Montreal,QC,Canada,NA,POPL,13,1937.8585
12191,Saarbrucken,,Germany,EU,POPL,15,1960.8046
12192,Urbana,IL,USA,NA,PLDI,15,943.7822
12192,Houston,TX,USA,NA,POPL,15,4243.3366
12193,Chicago,IL,USA,NA,ICFP,12,2014.3009
12193,Chicago,IL,USA,NA,ICFP,13,452.6418
12194,Chicago,IL,USA,NA,ICFP,18,233.1415
12195,São Paulo,,Brazil,SA,SPLASH,9,3026.4415
12196,Sunnyvale,CA,USA,NA,POPL,18,280.3656
12197,Brno,,Czech Republic,EU,POPL,18,2865.6264
12198,Hawthorne,NY,USA,NA,POPL,11,814.3321
12198,New York,NY,USA,NA,POPL,12,72.313
12198,New York,NY,USA,NA,POPL,13,2027.9868
12198,Hawthorne,NY,USA,NA,SPLASH,9,1135.7329
12198,Hawthorne,NY,USA,NA,SPLASH,10,1134.2119
12198,New York,NY,USA,NA,SPLASH,15,283.0849
12199,Sheffield,,United Kingdom,EU,POPL,14,2535.8522
12200,Pittsburgh,PA,USA,NA,SPLASH,17,1153.5731
12201,Campina Grande,,Brazil,SA,SPLASH,14,3032.079
12202,Gainesville,FL,USA,NA,SPLASH,9,1181.8195
12203,Santiago,,Chile,SA,POPL,12,2389.5407
12203,Quilpué,,Chile,SA,SPLASH,15,2402.1518
12204,Bogota,,Colombia,SA,SPLASH,9,1761.2205
12205,Meggen,,Switzerland,EU,PLDI,14,419.9353
12205,Meggen,,Switzerland,EU,PLDI,17,264.3026
12205,Meggen,,Switzerland,EU,SPLASH,16,358.5634
12206,Baltimore,MD,USA,NA,ICFP,10,0.0
12206,Baltimore,MD,USA,NA,ICFP,13,322.6582
12207,London,,United Kingdom,EU,POPL,13,474.3793
12208,Padova,,Italy,EU,POPL,13,219.5077
12209,Stuttgart,,Germany,EU,PLDI,14,382.0372
12210,Edinburgh,,United Kingdom,EU,PLDI,14,0.0
12211,Copenhagen,,Denmark,EU,ICFP,11,2557.0278
12211,Copenhagen,,Denmark,EU,ICFP,12,0.0
12211,Copenhagen,,Denmark,EU,ICFP,13,1732.6138
12212,Oxford,,United Kingdom,EU,POPL,13,499.5566
12213,Orsay,,France,EU,POPL,12,1754.5642
12214,Palaiseau,,France,EU,POPL,14,2693.1819
12215,Orsay,,France,EU,POPL,13,365.1358
12216,Evanston,IL,USA,NA,ICFP,10,324.9478
12216,Chicago,IL,USA,NA,ICFP,12,2014.3009
12216,Evanston,IL,USA,NA,ICFP,13,452.8136
12216,Evanston,IL,USA,NA,ICFP,14,1964.8693
12216,Evanston,IL,USA,NA,ICFP,16,3060.1573
12216,Evanston,IL,USA,NA,ICFP,17,1843.4067
12216,Evanston,IL,USA,NA,ICFP,18,242.3165
12216,Evanston,IL,USA,NA,PLDI,15,930.8826
12216,Evanston,IL,USA,NA,POPL,11,523.6966
12216,Evanston,IL,USA,NA,POPL,12,355.8755
12216,Evanston,IL,USA,NA,SPLASH,10,892.7553
12216,Chicago,IL,USA,NA,SPLASH,12,765.7433
12216,Evanston,IL,USA,NA,SPLASH,13,157.974
12216,Chicago,IL,USA,NA,SPLASH,14,934.3168
12216,Evanston,IL,USA,NA,SPLASH,15,372.6865
12216,Evanston,IL,USA,NA,SPLASH,16,1942.1003
12217,Boston,MA,USA,NA,SPLASH,17,1184.6123
12218,Lexington,MA,USA,NA,ICFP,12,1733.3483
12219,Yorktown Heights,NY,USA,NA,PLDI,9,1489.7306
12219,Yorktown Heights,NY,USA,NA,PLDI,14,1526.6745
12219,Yorktown Heights,NY,USA,NA,POPL,12,104.5533
12219,Yorktown Heights,NY,USA,NA,SPLASH,10,1133.4693
12220,Argonne,IL,USA,NA,PLDI,13,916.828
12221,Delft,,Netherlands,EU,POPL,13,423.3796
12221,Delft,,Netherlands,EU,POPL,15,2023.3975
12221,Delft,,Netherlands,EU,POPL,16,2181.5104
12221,Delft,,Netherlands,EU,POPL,17,210.9833
12221,Delft,,Netherlands,EU,POPL,18,2630.9059
12222,Fredericksburg,VA,USA,NA,PLDI,13,1099.9549
12223,Rome,,Italy,EU,PLDI,17,285.132
12223,Rome,,Italy,EU,POPL,13,0.0
12223,Rome,,Italy,EU,SPLASH,12,2926.9356
12224,Pescara,,Italy,EU,POPL,13,85.4108
12224,Pescara,,Italy,EU,POPL,14,3028.9369
12224,Pescara,,Italy,EU,POPL,17,384.0445
12225,São Carlos,,Brazil,SA,SPLASH,17,3176.2537
12226,Tallinn,,Estonia,EU,ICFP,15,2233.3923
12226,Iowa City,IA,USA,NA,ICFP,18,198.0978
12226,Tallinn,,Estonia,EU,POPL,15,1729.3039
12226,Iowa City,IA,USA,NA,POPL,18,820.5195
12227,Stellenbosch,,South Africa,AF,SPLASH,16,2834.7508
12228,Kiel,,Germany,EU,ICFP,10,1875.6441
12228,Tokyo,,Japan,AS,ICFP,11,0.0
12229,Kaiserslautern,,Germany,EU,POPL,13,302.5205
12230,Berlin,,Germany,EU,ICFP,14,325.5888
12230,Berlin,,Germany,EU,ICFP,15,2349.352
12230,Berlin,,Germany,EU,ICFP,16,2598.4942
12231,Waterloo,ON,Canada,NA,PLDI,9,1568.4099
12231,Waterloo,ON,Canada,NA,SPLASH,10,1084.3343
12232,San Mateo,CA,USA,NA,ICFP,12,2590.4892
12232,San Bruno,CA,USA,NA,ICFP,13,1276.8083
12233,Parker,CO,USA,NA,ICFP,16,2849.5061
12234,London,,United Kingdom,EU,ICFP,17,46.1546
12235,Cambridge,,United Kingdom,EU,POPL,17,225.4035
12236,Los Altos,CA,USA,NA,ICFP,10,1156.9372
12236,Arlington,VA,USA,NA,ICFP,11,3207.2028
12236,Arlington,VA,USA,NA,ICFP,12,1917.8074
12236,New York,NY,USA,NA,ICFP,13,170.651
12236,New York,NY,USA,NA,ICFP,14,1785.6117
12236,Medford,MA,USA,NA,ICFP,15,1182.6777
12236,Cambridge,MA,USA,NA,ICFP,16,3241.5143
12236,Cambridge,MA,USA,NA,ICFP,17,1525.7749
12236,Cambridge,MA,USA,NA,ICFP,18,550.2863
12236,Stanford,CA,USA,NA,PLDI,9,2412.5887
12236,New York,NY,USA,NA,PLDI,13,1137.5514
12236,New York,NY,USA,NA,PLDI,14,1543.2724
12236,Cambridge,MA,USA,NA,PLDI,15,1198.4333
12236,Cambridge,MA,USA,NA,PLDI,17,1726.346
12236,Cambridge,MA,USA,NA,PLDI,18,241.8351
12236,San Jose,CA,USA,NA,POPL,9,1101.5894
12236,San Jose,CA,USA,NA,POPL,11,779.6576
12236,Arlington,VA,USA,NA,POPL,12,114.3009
12236,Arlington,VA,USA,NA,POPL,13,2125.9281
12236,Arlington,VA,USA,NA,POPL,14,1206.5562
12236,Cambridge,MA,USA,NA,POPL,16,636.9363
12236,Cambridge,MA,USA,NA,POPL,17,1628.6526
12236,Los Altos,CA,USA,NA,SPLASH,10,175.7032
12237,Blacksburg,VA,USA,NA,SPLASH,9,1130.4578
12238,Providence,RI,USA,NA,SPLASH,13,417.0755
12238,Worcester,MA,USA,NA,SPLASH,14,1184.352
12238,Providence,RI,USA,NA,SPLASH,17,1185.7629
12239,Philadelphia,PA,USA,NA,POPL,16,501.1362
12240,San Diego,CA,USA,NA,ICFP,14,2618.061
12241,Portland,OR,USA,NA,PLDI,15,0.0
12242,Santa Cruz,CA,USA,NA,PLDI,9,2422.7871
12242,Santa Cruz,CA,USA,NA,PLDI,13,389.9267
12242,Santa Cruz,CA,USA,NA,PLDI,15,313.9219
12242,Santa Cruz,CA,USA,NA,PLDI,16,196.8747
12242,Santa Cruz,CA,USA,NA,PLDI,17,2830.197
12242,Santa Cruz,CA,USA,NA,PLDI,18,1190.7317
12242,Santa Cruz,CA,USA,NA,POPL,11,780.8391
12242,Santa Cruz,CA,USA,NA,POPL,12,1190.7317
12242,Santa Cruz,CA,USA,NA,POPL,14,361.5819
12242,Santa Cruz,CA,USA,NA,SPLASH,10,193.4785
12242,Santa Cruz,CA,USA,NA,SPLASH,14,313.9219
12242,Santa Cruz,CA,USA,NA,SPLASH,17,451.1014
12243,Atlanta,GA,USA,NA,SPLASH,9,1059.8853
12244,Salt Lake City,UT,USA,NA,ICFP,10,988.8211
12244,Salt Lake City,UT,USA,NA,ICFP,11,2592.5552
12244,Salt Lake City,UT,USA,NA,ICFP,13,1115.0101
12244,Salt Lake City,UT,USA,NA,ICFP,14,2322.0127
12244,Salt Lake City,UT,USA,NA,ICFP,17,2279.9704
12244,Salt Lake City,UT,USA,NA,ICFP,18,617.5581
12244,Salt Lake City,UT,USA,NA,PLDI,9,2170.2764
12244,Salt Lake City,UT,USA,NA,POPL,11,570.6114
12244,Salt Lake City,UT,USA,NA,POPL,12,1022.7054
12244,Salt Lake City,UT,USA,NA,POPL,13,2724.1794
12244,Salt Lake City,UT,USA,NA,POPL,14,333.0342
12244,Salt Lake City,UT,USA,NA,POPL,16,1000.6177
12244,Salt Lake City,UT,USA,NA,SPLASH,9,383.7197
12244,Salt Lake City,UT,USA,NA,SPLASH,10,380.7998
12244,Salt Lake City,UT,USA,NA,SPLASH,12,314.0771
12244,Salt Lake City,UT,USA,NA,SPLASH,13,720.8779
12244,Salt Lake City,UT,USA,NA,SPLASH,15,886.2509
12244,Salt Lake City,UT,USA,NA,SPLASH,16,2356.9159
12244,Salt Lake City,UT,USA,NA,SPLASH,17,426.1408
12245,Bellingham,WA,USA,NA,ICFP,15,39.8091
12246,Kowloon,,Hong Kong,AS,SPLASH,9,3277.2012
12246,Act,,Australia,OC,SPLASH,15,4613.643
12247,Pasadena,MD,USA,NA,SPLASH,9,1218.9374
12248,Austin,TX,USA,NA,POPL,11,0.0
12249,New York,NY,USA,NA,ICFP,13,170.651
12250,Saarbrücken,,Germany,EU,ICFP,17,361.9885
12250,Saarbruecken,,Germany,EU,POPL,18,2734.3743
12251,Westford,MA,USA,NA,PLDI,16,1246.5403
12251,Westford,MA,USA,NA,PLDI,18,238.0855
12252,St Louis,MO,USA,NA,ICFP,18,0.0
12253,Chicago,IL,USA,NA,ICFP,18,233.1415
12253,Evanston,IL,USA,NA,SPLASH,15,372.6865
12254,Durham,,United Kingdom,EU,ICFP,14,296.725
12255,Bridgewater,VA,USA,NA,ICFP,18,323.0161
12256,Boston,MA,USA,NA,PLDI,17,1725.5798
12256,Boston,MA,USA,NA,POPL,18,1226.5364
12257,Rochester,NY,USA,NA,ICFP,10,243.7155
12257,Rochester,NY,USA,NA,ICFP,13,303.0279
12257,Rochester,,USA,NA,ICFP,15,1162.36
12257,Rochester,NY,USA,NA,ICFP,18,386.8305
12257,Rochester,NY,USA,NA,PLDI,17,1854.633
12257,Rochester,NY,USA,NA,PLDI,18,228.6243
12257,Chicago,IL,USA,NA,POPL,9,405.9786
12257,Rochester,NY,USA,NA,POPL,16,583.1908
12257,Rochester,NY,USA,NA,POPL,18,1201.9798
12257,Rochester,NY,USA,NA,SPLASH,16,1739.4571
12258,Cambridge,,United Kingdom,EU,POPL,16,2097.3649
12258,Cambridge,,United Kingdom,EU,POPL,17,225.4035
12259,Pittsburgh,PA,USA,NA,SPLASH,15,0.0
12259,Pittsburgh,PA,USA,NA,SPLASH,16,1841.7729
12260,Chicago,IL,USA,NA,SPLASH,14,934.3168
12261,Los Angeles,CA,USA,NA,PLDI,13,509.531
12261,Los Angeles,CA,USA,NA,POPL,14,99.7688
12261,Los Angeles,CA,USA,NA,SPLASH,12,396.8397
12262,Kassel,,Germany,EU,PLDI,14,324.6242
12262,Kassel,,Germany,EU,PLDI,16,2727.7031
12263,Montreal,QC,Canada,NA,SPLASH,15,427.8682
12264,Mountain View,CA,USA,NA,ICFP,17,2519.9375
12265,Indianapolis,IN,USA,NA,SPLASH,13,0.0
12266,Portland,OR,USA,NA,ICFP,12,2357.5056
12266,Portland,OR,USA,NA,ICFP,15,231.6161
12266,Portland,OR,USA,NA,PLDI,13,129.8582
12266,Bloomington,IN,USA,NA,POPL,12,323.4059
12267,Natick,MA,USA,NA,ICFP,13,14.0961
12267,Natick,MA,USA,NA,ICFP,14,1704.1423
12267,Philadelphia,PA,USA,NA,ICFP,15,1137.2348
12267,Philadelphia,PA,USA,NA,ICFP,16,3273.4963
12267,Philadelphia,PA,USA,NA,ICFP,18,430.3626
12267,Philadelphia,PA,USA,NA,PLDI,18,0.0
12268,Ellicott City,MD,USA,NA,SPLASH,15,168.8751
12269,Zargoza,,Spain,EU,SPLASH,15,1878.845
12270,Urbana,IL,USA,NA,SPLASH,9,888.7768
12270,Urbana,IL,USA,NA,SPLASH,10,887.0391
12271,London,,United Kingdom,EU,ICFP,16,2798.771
12271,London,,United Kingdom,EU,ICFP,17,46.1546
12272,Green Bank,WV,USA,NA,SPLASH,12,955.8055
12273,Bloomington,IL,USA,NA,SPLASH,9,864.9469
12274,London,,United Kingdom,EU,ICFP,16,2798.771
12274,Stockholm,,Sweden,EU,ICFP,18,2148.8829
12275,Stockholm,,Sweden,EU,ICFP,17,486.739
12276,Albuquerque,NM,USA,NA,SPLASH,10,416.0853
12277,Lund,,Sweden,EU,SPLASH,13,2053.0935
12277,Lund,,Sweden,EU,SPLASH,16,366.515
12278,Saarbrücken,,Germany,EU,ICFP,17,361.9885
12278,Saarbrücken,,Germany,EU,POPL,18,2734.3743
12279,Cambridge,MA,USA,NA,POPL,16,636.9363
12280,Créteil,,France,EU,ICFP,10,1801.0666
12281,Newport Beach,CA,USA,NA,SPLASH,16,2637.5745
12281,Newport Beach,CA,USA,NA,SPLASH,17,590.2964
12282,Beaverton,OR,USA,NA,SPLASH,9,393.3165
12283,College Park,MD,USA,NA,PLDI,13,1100.3684
12283,College Park,MD,USA,NA,PLDI,14,1635.3581
12283,College Park,MD,USA,NA,PLDI,15,1112.7008
12283,College Park,MD,USA,NA,PLDI,16,1121.0437
12283,College Park,MD,USA,NA,PLDI,17,1905.8674
12283,College Park,MD,USA,NA,PLDI,18,104.1345
12283,College Park,MD,USA,NA,POPL,9,281.5831
12283,College Park,MD,USA,NA,POPL,11,703.7042
12283,College Park,MD,USA,NA,POPL,12,104.1345
12283,College Park,MD,USA,NA,POPL,13,2120.5774
12283,College Park,MD,USA,NA,POPL,14,1211.2316
12283,College Park,MD,USA,NA,POPL,16,446.4411
12283,College Park,MD,USA,NA,POPL,17,1810.697
12283,College Park,MD,USA,NA,POPL,18,1088.4184
12283,College Park,MD,USA,NA,SPLASH,12,1039.8955
12283,College Park,MD,USA,NA,SPLASH,15,171.8253
12284,Philadelphia,PA,USA,NA,POPL,9,337.8271
12284,Ithaca,NY,USA,NA,POPL,15,3671.2571
12285,Seattle,WA,USA,NA,PLDI,15,129.8582
12286,Ithaca,NY,USA,NA,ICFP,10,195.0333
12286,Ithaca,NY,USA,NA,ICFP,11,3113.1084
12286,Ithaca,NY,USA,NA,ICFP,13,249.4566
12286,Ithaca,NY,USA,NA,ICFP,15,1201.3002
12286,Ithaca,NY,USA,NA,PLDI,13,1189.6541
12286,Ithaca,NY,USA,NA,PLDI,15,1211.273
12286,Ithaca,NY,USA,NA,PLDI,16,1124.8717
12286,Ithaca,NY,USA,NA,POPL,11,767.8372
12286,Ithaca,NY,USA,NA,POPL,12,166.1209
12286,Ithaca,NY,USA,NA,POPL,13,2048.6611
12286,Ithaca,NY,USA,NA,POPL,14,1089.4627
12286,Palo Alto,CA,USA,NA,POPL,17,2639.8656
12286,Ithaca,NY,USA,NA,POPL,18,1095.1481
12286,Palo Alto,CA,USA,NA,SPLASH,16,2587.4131
12286,Ithaca,NY,USA,NA,SPLASH,17,1201.3002
12287,Gieres,,France,EU,PLDI,13,2509.5532
12288,Cambridge,,United Kingdom,EU,POPL,12,1675.0814
12289,Cambridge,,United Kingdom,EU,ICFP,17,59.4436
12289,Cambridge,,United Kingdom,EU,POPL,13,488.2481
12289,Cambridge,,United Kingdom,EU,POPL,14,2584.6548
12289,Cambridge,,United Kingdom,EU,POPL,15,2108.8474
12289,Cambridge,,United Kingdom,EU,POPL,17,225.4035
12289,Cambridgeshire,,United Kingdom,EU,POPL,18,2559.3737
12290,Cambridge,,United Kingdom,EU,ICFP,11,2790.7744
12291,Athens,,Greece,EU,ICFP,11,2796.2037
12291,Zografou,,Greece,EU,POPL,13,348.1963
12292,College Station,TX,USA,NA,SPLASH,15,605.2724
12293,Nottingham,,United Kingdom,EU,POPL,17,288.7593
12294,Edinburgh,,United Kingdom,EU,ICFP,17,270.0174
12294,Edinburgh,Midlothian,United Kingdom,EU,PLDI,15,2178.149
12294,Edinburgh,,United Kingdom,EU,PLDI,17,549.7916
12294,Edinburgh,,United Kingdom,EU,POPL,17,288.752
12295,Cambridge,,United Kingdom,EU,POPL,17,225.4035
12296,La Jolla,CA,USA,NA,ICFP,13,1221.3393
12297,Oregon,WI,USA,NA,ICFP,18,268.7692
12298,London,,United Kingdom,EU,POPL,17,191.7797
12298,London,,United Kingdom,EU,POPL,18,2576.1327
12299,"Acton, ACT",,Australia,OC,SPLASH,10,3662.6249
12300,Msida,,Malta,EU,ICFP,18,2556.0579
12300,Msida,,Malta,EU,SPLASH,13,2451.1662
12301,Genova (GE),,Italy,EU,PLDI,17,360.7221
12302,Gieres,,France,EU,ICFP,12,416.4033
12302,Sao Paulo,,Brazil,SA,ICFP,13,2265.0492
12302,Sao Paulo,,Brazil,SA,SPLASH,13,2384.0856
12303,Baltimore,MD,USA,NA,PLDI,17,1893.6992
12304,Uppsala,,Sweden,EU,POPL,12,1883.5071
12305,London,,United Kingdom,EU,POPL,16,2097.6109
12305,London,,United Kingdom,EU,SPLASH,16,199.5098
12305,London,,United Kingdom,EU,SPLASH,17,2232.0541
12306,Edinburgh,,United Kingdom,EU,PLDI,14,0.0
12307,Princeton,NJ,USA,NA,POPL,14,1133.301
12307,Rockville,MD,USA,NA,POPL,16,447.3443
12308,Seattle,WA,USA,NA,ICFP,15,106.8909
12309,Irvine,CA,USA,NA,PLDI,9,2447.6145
12309,Irvine,CA,USA,NA,PLDI,17,2841.7523
12309,Irvine,CA,USA,NA,SPLASH,14,455.4804
12309,Irvine,CA,USA,NA,SPLASH,16,2634.6692
12309,Irvine,CA,USA,NA,SPLASH,17,589.1901
12310,San Jose,CA,USA,NA,SPLASH,9,169.1373
12310,Santa Clara,CA,USA,NA,SPLASH,10,172.2702
12310,San Jose,CA,USA,NA,SPLASH,12,380.3395
12310,Santa Clara,CA,USA,NA,SPLASH,13,1026.8437
12310,Santa Clara,CA,USA,NA,SPLASH,14,300.1521
12310,Santa Clara,CA,USA,NA,SPLASH,15,1195.5663
12310,Santa Clara,CA,USA,NA,SPLASH,17,437.3431
12311,Orleans,,France,EU,ICFP,11,2889.002
12312,Boadilla del Monte,,Spain,EU,ICFP,10,1772.3827
12312,Madrid,,Spain,EU,ICFP,14,734.7223
12313,Pittsburgh,PA,USA,NA,POPL,16,470.9896
12314,Birmingham,,United Kingdom,EU,ICFP,14,348.6708
12315,Philadelphia,PA,USA,NA,SPLASH,17,1137.2348
12316,Studio City,CA,USA,NA,POPL,14,109.171
12317,Portland,OR,USA,NA,PLDI,15,0.0
12318,Cambridge,MA,USA,NA,POPL,16,636.9363
12318,Cambridge,MA,USA,NA,POPL,17,1628.6526
12318,Cambridge,MA,USA,NA,POPL,18,1225.3989
12319,São Paulo,,Brazil,SA,SPLASH,10,3025.1663
12320,Berkeley,CA,USA,NA,PLDI,18,1187.2021
12321,Norwich,,United Kingdom,EU,SPLASH,15,1772.6932
12322,Magdeburg,,Germany,EU,SPLASH,9,2588.7025
12322,Magdeburg,,Germany,EU,SPLASH,12,2678.2477
12322,Magdeburg,,Germany,EU,SPLASH,14,2447.2366
12323,Williamstown,MA,USA,NA,PLDI,9,1449.4671
12323,Williamstown,MA,USA,NA,PLDI,13,1125.7768
12323,Williamstown,MA,USA,NA,PLDI,16,1203.8475
12323,Williamstown,MA,USA,NA,PLDI,17,1767.0728
12323,Williamstown,MA,USA,NA,PLDI,18,193.7222
12323,Williamstown,MA,USA,NA,POPL,9,452.1385
12323,Williamstown,MA,USA,NA,POPL,11,852.1916
12323,Williamstown,MA,USA,NA,POPL,12,193.7222
12323,Williamstown,MA,USA,NA,SPLASH,9,1139.0144
12323,Williamstown,MA,USA,NA,SPLASH,13,373.911
12324,Bloomington,IN,USA,NA,ICFP,10,282.4785
12324,Bloomington,IN,USA,NA,ICFP,12,2064.8419
12324,Bloomington,IN,USA,NA,ICFP,13,445.9807
12324,Bloomington,IN,USA,NA,ICFP,17,1885.4908
12324,Bloomington,IN,USA,NA,ICFP,18,180.5806
12324,Bloomington,IN,USA,NA,POPL,9,305.7961
12324,Bloomington,IN,USA,NA,POPL,11,469.5956
12324,Bloomington,IN,USA,NA,POPL,12,323.4059
12324,Bloomington,IN,USA,NA,POPL,14,937.7314
12324,Bloomington,IN,USA,NA,POPL,16,433.43
12324,Bloomington,IN,USA,NA,POPL,18,950.1514
12325,Columbus,OH,USA,NA,POPL,16,446.4474
12326,San Francisco,CA,USA,NA,SPLASH,14,284.1661
12327,Los Angeles,CA,USA,NA,POPL,18,0.0
12328,Kiel,,Germany,EU,SPLASH,9,2513.7468
12329,Burlington,MA,USA,NA,PLDI,9,1415.4765
12330,Copenhagen,,Denmark,EU,ICFP,10,1899.5356
12330,Copenhagen,,Denmark,EU,ICFP,12,0.0
12330,Copenhagen,,Denmark,EU,ICFP,13,1732.6138
12330,København,,Denmark,EU,ICFP,14,127.6938
12330,Copenhagen,,Denmark,EU,ICFP,15,2251.2687
12330,Copenhagen,,Denmark,EU,ICFP,17,333.166
12330,Copenhagen,,Denmark,EU,POPL,12,1859.0767
12330,Copenhagen,,Denmark,EU,POPL,13,505.9844
12330,Copenhagen,,Denmark,EU,POPL,14,2675.1589
12331,Lawrence,KS,USA,NA,ICFP,12,2203.4686
12332,Boulogne-Billancourt,,France,EU,ICFP,12,341.7682
12332,Boulogne Billancourt,,France,EU,POPL,17,4.5366
12333,Brookline,MA,USA,NA,ICFP,13,3.2669
12333,Bloomington,IN,USA,NA,POPL,12,323.4059
12334,Minneapolis,MN,USA,NA,ICFP,10,498.7814
12334,Minneapolis,MN,USA,NA,ICFP,11,2820.0837
12334,Minneapolis,MN,USA,NA,ICFP,12,2017.9038
12334,Tokyo,,Japan,AS,ICFP,14,2514.2674
12334,Palo Alto,CA,USA,NA,ICFP,16,2548.1161
12335,Milwaukee,WI,USA,NA,SPLASH,15,400.2207
12336,Zurich,BC,Switzerland,EU,SPLASH,17,2446.1043
12337,Baltimore,MD,USA,NA,SPLASH,9,1216.1074
12338,Glasgow,,United Kingdom,EU,ICFP,18,1858.267
12339,Gothenburg,,Sweden,EU,ICFP,12,127.6938
12339,Gothenburg,,Sweden,EU,ICFP,14,0.0
12340,Nijmegen,,Netherlands,EU,POPL,18,2655.9105
12340,Almere,,Netherlands,EU,SPLASH,16,12.3162
12341,Ramat Gan,,Israel,AS,PLDI,16,3574.2143
12341,Tel Aviv,,Israel,AS,POPL,17,1083.5297
12342,Klosterneuburg,,Austria,EU,POPL,16,2458.6641
12343,Suzhou,,China,AS,POPL,15,1454.656
12343,Suzhou,,China,AS,POPL,17,2708.7581
